	ECU004_M_plantag	ECU007_M_purpurea	ECU016_M_purpurea	ECU018_M_purpurea	ECU019_M_austera	ECU021_M_purpurea	ECU022_M_hebes	ECU026_M_austera	ECU030_M_fruticosa	ECU031_M_fruticosa	ECU034_M_austera	ECU035_M_californica	ECU041_M_squarro	ECU044_M_squarro	ECU046_M_squarro	ECU048_M_squarro	ECU049_M_californica	ECU050_M_californica	ECU056_M_fruticosa	ECU065_M_fruticosa	ECU069_M_plantag	ECU070_M_squarro	ECU072_M_californica	ECU076_Muricea_sp	ECU079_M_echinata	ECU080_M_echinata	ECU082_Muricea_sp	ECU083_M_echinata	ECU085_M_echinata	ECU089_Muricea_sp	ECU109_M_robusta	ECU111_M_californica	ECU116_M_crassa	ECU117_M_crassa	ECU118_M_crassa	ECU119_M_crassa	ECU124_M_hebes	MLP143_M_fruticosa	MLP144_M_fruticosa	MLP146_M_fruticosa	MLP147_M_fruticosa	MLP150_M_fruticosa	MLP154_M_fruticosa
ECU116_M_crassa	0.787733333333333	0.7806	0.729133333333333	0.762	0.711933333333333	0.721133333333333	0.981066666666666	0.856533333333333	0.5096	0.726066666666666	0.710666666666666	0.6594	0.410533333333333	0.168533333333333	0.442733333333333	0.241866666666666	0.701866666666666	0.689	0.933066666666666	0.679066666666666	0.740666666666666	0.3418	0.685466666666666	0.961266666666666	0.940466666666666	0.935066666666666	0.970066666666666	0.689266666666666	0.962733333333333	0.933133333333333	0.630333333333333	0.710466666666666	0	0.387933333333333	0.508133333333333	0.3112	0.801666666666666	0.802066666666666	0.567466666666666	0.7976	0.857066666666666	0.7826	0.6556
ECU117_M_crassa	0.6784	0.7246	0.7676	0.7764	0.712333333333333	0.738	0.964733333333333	0.724866666666666	0.579733333333333	0.7298	0.715266666666666	0.732133333333333	0.580733333333333	0.4352	0.639133333333333	0.428733333333333	0.8204	0.8694	0.8832	0.778	0.881466666666666	0.525	0.853866666666666	0.925133333333333	0.8966	0.9182	0.9392	0.8382	0.944666666666666	0.917333333333333	0.7178	0.835066666666666	0.387933333333333	0	0.535	0.435066666666666	0.7614	0.783066666666666	0.671666666666666	0.721733333333333	0.804666666666666	0.763	0.660266666666666
ECU118_M_crassa	0.802533333333333	0.778133333333333	0.816933333333333	0.767866666666666	0.794466666666666	0.7564	0.972333333333333	0.814133333333333	0.7874	0.723666666666666	0.792266666666666	0.783066666666666	0.747933333333333	0.519733333333333	0.714133333333333	0.525533333333333	0.833466666666666	0.8552	0.891133333333333	0.795133333333333	0.849133333333333	0.5832	0.833266666666666	0.934266666666666	0.904866666666666	0.922533333333333	0.947733333333333	0.8246	0.9448	0.9256	0.919333333333333	0.807066666666666	0.508133333333333	0.535	0	0.624066666666666	0.7884	0.8814	0.851333333333333	0.8088	0.8406	0.891333333333333	0.852
ECU119_M_crassa	0.757733333333333	0.716866666666666	0.7036	0.6938	0.684466666666666	0.653333333333333	0.981133333333333	0.8194	0.6068	0.788933333333333	0.698466666666666	0.648333333333333	0.504866666666666	0.384466666666666	0.5592	0.457466666666666	0.7268	0.614133333333333	0.917733333333333	0.42	0.778933333333333	0.4746	0.7298	0.946933333333333	0.927666666666666	0.9346	0.958	0.720933333333333	0.9648	0.9372	0.731933333333333	0.738666666666666	0.3112	0.435066666666666	0.624066666666666	0	0.794666666666666	0.8002	0.679133333333333	0.765066666666666	0.840133333333333	0.777066666666666	0.665733333333333
ECU124_M_hebes	0.7942	0.598666666666666	0.634533333333333	0.7396	0.8322	0.589266666666666	0.5534	0.523733333333333	0.5274	0.6506	0.8924	0.731666666666666	0.908866666666666	0.816533333333333	0.908533333333333	0.807266666666666	0.7916	0.91	0.506666666666666	0.6534	0.552933333333333	0.8096	0.566133333333333	0.551666666666666	0.546	0.548	0.5652	0.723	0.758466666666666	0.531533333333333	0.867933333333333	0.594533333333333	0.801666666666666	0.7614	0.7884	0.794666666666666	0	0.4694	0.4698	0.4228	0.4956	0.508933333333333	0.468133333333333
MLP143_M_fruticosa	0.793466666666666	0.635866666666666	0.638466666666666	0.8054	0.873666666666666	0.657733333333333	0.235933333333333	0.323866666666666	0.447	0.894466666666666	0.901933333333333	0.7372	0.843866666666666	0.813933333333333	0.845066666666666	0.805066666666666	0.793266666666666	0.906466666666666	0.223333333333333	0.6232	0.420133333333333	0.8016	0.574133333333333	0.229066666666666	0.439866666666666	0.4162	0.236133333333333	0.7252	0.766866666666666	0.218333333333333	0.816933333333333	0.600733333333333	0.802066666666666	0.783066666666666	0.8814	0.8002	0.4694	0	0.3842	0.193	0.142933333333333	0.1144	0.297866666666666
MLP144_M_fruticosa	0.788466666666666	0.635666666666666	0.6384	0.803133333333333	0.874466666666666	0.657133333333333	0.572866666666666	0.540533333333333	0.205466666666666	0.872266666666666	0.9034	0.729133333333333	0.532133333333333	0.532066666666666	0.549133333333333	0.514133333333333	0.790066666666666	0.912666666666666	0.548066666666666	0.6216	0.555866666666666	0.460133333333333	0.573666666666666	0.550266666666666	0.5552	0.5674	0.557533333333333	0.721466666666666	0.768933333333333	0.555	0.526466666666666	0.601933333333333	0.567466666666666	0.671666666666666	0.851333333333333	0.679133333333333	0.4698	0.3842	0	0.387533333333333	0.452666666666666	0.376933333333333	0.273
MLP146_M_fruticosa	0.733133333333333	0.5828	0.573	0.749666666666666	0.820266666666666	0.6034	0.378733333333333	0.302533333333333	0.420466666666666	0.873933333333333	0.849	0.682866666666666	0.818266666666666	0.799466666666666	0.842733333333333	0.793933333333333	0.756666666666666	0.892133333333333	0.318533333333333	0.5854	0.397466666666666	0.791933333333333	0.553	0.3508	0.3936	0.4016	0.364	0.6928	0.7604	0.3528	0.802733333333333	0.558066666666666	0.7976	0.721733333333333	0.8088	0.765066666666666	0.4228	0.193	0.387533333333333	0	0.174	0.237666666666666	0.256466666666666
MLP147_M_fruticosa	0.734333333333333	0.593866666666666	0.5794	0.7702	0.816533333333333	0.618666666666666	0.273066666666666	0.265733333333333	0.4742	0.916933333333333	0.840133333333333	0.6814	0.833	0.859266666666666	0.890533333333333	0.8496	0.764866666666666	0.8918	0.2118	0.586066666666666	0.397066666666666	0.859333333333333	0.553	0.2432	0.393266666666666	0.398	0.256466666666666	0.6922	0.759666666666666	0.241933333333333	0.863066666666666	0.559866666666666	0.857066666666666	0.804666666666666	0.8406	0.840133333333333	0.4956	0.142933333333333	0.452666666666666	0.174	0	0.153	0.340266666666666
MLP150_M_fruticosa	0.7686	0.630933333333333	0.617333333333333	0.802333333333333	0.854933333333333	0.6572	0.2722	0.310666666666666	0.425866666666666	0.923066666666666	0.873266666666666	0.7198	0.793333333333333	0.782733333333333	0.8156	0.779933333333333	0.7688	0.892133333333333	0.233333333333333	0.6048	0.397	0.78	0.558266666666666	0.252866666666666	0.415	0.3964	0.258	0.703866666666666	0.753266666666666	0.243533333333333	0.805333333333333	0.5936	0.7826	0.763	0.891333333333333	0.777066666666666	0.508933333333333	0.1144	0.376933333333333	0.237666666666666	0.153	0	0.278
MLP154_M_fruticosa	0.754866666666666	0.604066666666666	0.604133333333333	0.7782	0.836466666666666	0.624466666666666	0.496333333333333	0.428733333333333	0.3112	0.889466666666666	0.866	0.695266666666666	0.6692	0.650733333333333	0.675733333333333	0.648333333333333	0.752266666666666	0.874533333333333	0.4642	0.588266666666666	0.447933333333333	0.637066666666666	0.537666666666666	0.481	0.4618	0.463866666666666	0.4888	0.686	0.757666666666666	0.463466666666666	0.666	0.560533333333333	0.6556	0.660266666666666	0.852	0.665733333333333	0.468133333333333	0.297866666666666	0.273	0.256466666666666	0.340266666666666	0.278	0
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
