	MLP143_M_fruticosa	MLP144_M_fruticosa	MLP146_M_fruticosa	MLP147_M_fruticosa	MLP150_M_fruticosa	MLP154_M_fruticosa	ECU004_M_plantag	ECU007_M_purpurea	ECU016_M_purpurea	ECU018_M_purpurea	ECU019_M_austera	ECU021_M_purpurea	ECU022_M_hebes	ECU026_M_austera	ECU030_M_fruticosa	ECU031_M_fruticosa	ECU034_M_austera	ECU035_M_californica	ECU041_M_squarro	ECU044_M_squarro	ECU046_M_squarro	ECU048_M_squarro	ECU049_M_californica	ECU050_M_californica	ECU056_M_fruticosa	ECU065_M_fruticosa	ECU069_M_plantag	ECU070_M_squarro	ECU072_M_californica	ECU076_Muricea_sp	ECU079_M_echinata	ECU080_M_echinata	ECU082_Muricea_sp	ECU083_M_echinata	ECU085_M_echinata	ECU089_Muricea_sp	ECU109_M_robusta	ECU111_M_californica	ECU116_M_crassa	ECU117_M_crassa	ECU118_M_crassa	ECU119_M_crassa	ECU124_M_hebes
ECU079_M_echinata	0.12330178956245	0.12719010587464	0.12025672257097	0.12236484587276	0.12456666354352	0.12761173053499	0.098519628970299	0.11308910334489	0.11571254567601	0.11664948936569	0.11664948936569	0.11519722664668	0.092897966832193	0.10915393984822	0.11941347325026	0.11051250819826	0.10695212217746	0.10104937693245	0.1261126206315	0.12133420781411	0.12526937131078	0.12648739810737	0.10123676567038	0.1005809050876	0.11144945188794	0.11402604703457	0.098707017708236	0.12250538742622	0.10193947343765	0.015319029326338	0	0.01489740466598	0.012976670102127	0.098472781785815	0.011758643305537	0.016818139229832	0.11210531247072	0.095708797901246	0.12259908179518	0.12081888878478	0.12095943033824	0.12353602548487	0.092429494987351
ECU080_M_echinata	0.12648739810737	0.12920453480746	0.1222711515038	0.12419188606765	0.12625316218495	0.13023517286611	0.10100252974796	0.11472875480184	0.11992879227958	0.123161248009	0.1207720416003	0.11974140354165	0.09519347887192	0.11201161810175	0.11936662606577	0.11271432586902	0.11257378431556	0.1050313876136	0.1296730066523	0.12273962334864	0.12667478684531	0.12630000936944	0.10756113557575	0.10409444392392	0.11444767169493	0.11618101752085	0.10348543052563	0.12601892626253	0.10629626159468	0.02080014991099	0.01489740466598	0	0.01400730816078	0.10268902838939	0.01189918485899	0.020753302726506	0.11379181111215	0.10104937693245	0.1234423311159	0.12086573596927	0.12119366626066	0.12339548393142	0.092663730909772
ECU082_Muricea_sp	0.13506043286798	0.13951091539398	0.13257753209032	0.13379555888691	0.13342078141104	0.13955776257847	0.10624941441019	0.12540991286424	0.12868921577813	0.13159374121615	0.13032886723508	0.12864236859365	0.10521877635154	0.12152159655205	0.13112526937131	0.12124051344514	0.1207720416003	0.11149629907243	0.14011992879228	0.13370186451794	0.13716855616977	0.13838658296636	0.11280802023798	0.10952871732409	0.1234423311159	0.12470720509697	0.10887285674131	0.13627845966457	0.11229270120866	0.016162278647053	0.012976670102127	0.01400730816078	0	0.10793591305163	0.01723976389019	0.01578750117118	0.12311440082451	0.10582778974984	0.13445141946969	0.13215590742996	0.13253068490584	0.13435772510072	0.10231425091352
ECU083_M_echinata	0.13417033636278	0.13876136044224	0.13253068490584	0.13388925325588	0.13459196102314	0.13637215403354	0.021830787969643	0.12025672257097	0.12653424529186	0.12897029888504	0.12742434179706	0.12695586995222	0.10638995596365	0.11786751616228	0.13121896374028	0.12302070645554	0.12245854024173	0.019254192823011	0.13543521034386	0.12948561791436	0.13449826665417	0.13473250257659	0.020378525250632	0.022065023892064	0.12217745713483	0.073831162747119	0.026421812049096	0.13093788063337	0.026281270495643	0.088166401199288	0.098472781785815	0.10268902838939	0.10793591305163	0	0.10062775227209	0.10901339829476	0.1252225241263	0.025719104281833	0.13121896374028	0.13192167150754	0.13154689403167	0.13477934976108	0.10198632062213
ECU085_M_echinata	0.129063993254	0.13304600393516	0.1278928136419	0.12681532839876	0.12704956432118	0.13220275461445	0.099925044504825	0.11908554295887	0.12213060995034	0.12583153752459	0.12231799868828	0.12156844373653	0.097582685280615	0.11430713014148	0.12208376276586	0.11744589150192	0.11248008994659	0.10292326431182	0.13496673849902	0.12644055092289	0.13079733907992	0.13182797713857	0.10601517848777	0.10357912489459	0.11950716761923	0.11768012742434	0.10367281926356	0.13018832568163	0.10596833130329	0.021081233017896	0.011758643305537	0.01189918485899	0.01723976389019	0.10062775227209	0	0.021456010493769	0.11880445985196	0.10034666916518	0.13000093694369	0.12733064742809	0.12662793966083	0.13018832568163	0.094771854211562
ECU089_Muricea_sp	0.13388925325588	0.13824604141291	0.13351447578001	0.13332708704207	0.13220275461445	0.13702801461632	0.10493769324464	0.12288016490209	0.12615946781598	0.12943877072988	0.12587838470908	0.12676848121428	0.10390705518598	0.1172116555795	0.12873606296262	0.12105312470721	0.11655579499672	0.10999718916893	0.13988569286986	0.13374871170243	0.13712170898529	0.1385739717043	0.11182422936382	0.10990349479996	0.12362971985384	0.12250538742622	0.10962241169306	0.13735594490771	0.11140260470346	0.012367656703832	0.016818139229832	0.020753302726506	0.01578750117118	0.10901339829476	0.021456010493769	0	0.12348917830038	0.10685842780849	0.13646584840251	0.13445141946969	0.13253068490584	0.13515412723695	0.10217370936007
ECU109_M_robusta	0.071910428183266	0.07406539866954	0.069240138667666	0.07284737187295	0.070083387988382	0.070832942940129	0.11955401480371	0.087135763140635	0.091679940035604	0.091679940035604	0.088588025859646	0.090227677316593	0.068584278084887	0.081467253818045	0.06305631031575	0.055841843905181	0.084933945469877	0.12320809519348	0.042349854773728	0.042724632249602	0.043802117492739	0.042068771666823	0.12601892626253	0.11950716761923	0.056966176332802	0.092288953433899	0.12400449732971	0.044645366813454	0.12362971985384	0.092616883725288	0.11210531247072	0.11379181111215	0.12311440082451	0.1252225241263	0.11880445985196	0.12348917830038	0	0.12302070645554	0.04403635341516	0.041553452637496	0.043942659046191	0.042865173803054	0.070832942940129
ECU111_M_californica	0.13093788063337	0.13435772510072	0.12859552140916	0.12943877072988	0.13028202005059	0.13103157500234	0.025438021174927	0.11585308722946	0.12311440082451	0.12400449732971	0.12147474936756	0.12353602548487	0.10128361285487	0.11566569849152	0.12925138199194	0.11950716761923	0.11791436334676	0.024969549330085	0.13388925325588	0.12653424529186	0.13126581092476	0.13117211655579	0.025625409912864	0.025063243699054	0.11903869577438	0.073128454979856	0.017473999812611	0.12686217558325	0.017989318841938	0.085402417314719	0.095708797901246	0.10104937693245	0.10582778974984	0.025719104281833	0.10034666916518	0.10685842780849	0.12302070645554	0	0.12939192354539	0.13107842218683	0.12897029888504	0.13117211655579	0.10086198819451
ECU116_M_crassa	0.07973390799213	0.079078047409351	0.078000562166214	0.077672631874824	0.077344701583435	0.079078047409351	0.12517567694182	0.09697367188232	0.10184577906868	0.099925044504825	0.10100252974796	0.099362878291015	0.074112245854024	0.089665511102783	0.073550079640214	0.062775227208845	0.093881757706362	0.13168743558512	0.037056122927012	0.034947999625222	0.038555232830507	0.038414691277054	0.13299915675068	0.12915768762297	0.063384240607139	0.099175489553078	0.1287829101471	0.035791248945938	0.13023517286611	0.10081514101003	0.12259908179518	0.1234423311159	0.13445141946969	0.13121896374028	0.13000093694369	0.13646584840251	0.04403635341516	0.12939192354539	0	0.022392954183454	0.022065023892064	0.022065023892064	0.076501452262719
ECU117_M_crassa	0.078328492457603	0.078281645273119	0.076876229738593	0.077110465661014	0.075611355757519	0.075986133233393	0.12428558043662	0.094818701396046	0.099175489553078	0.098379087416846	0.098800712077204	0.09875386489272	0.074112245854024	0.090883537899372	0.071348261969456	0.062259908179518	0.093600674599457	0.13192167150754	0.037102970111496	0.036025484868359	0.039070551859833	0.039211093413286	0.13229644898342	0.12897029888504	0.063431087791624	0.098566476154783	0.13107842218683	0.037337206033917	0.13182797713857	0.09997189168931	0.12081888878478	0.12086573596927	0.13215590742996	0.13192167150754	0.12733064742809	0.13445141946969	0.041553452637496	0.13107842218683	0.022392954183454	0	0.023236203504169	0.022767731659327	0.073222149348824
ECU118_M_crassa	0.078000562166214	0.077110465661014	0.076454605078235	0.07495549517474	0.074861800805772	0.075423967019582	0.1252225241263	0.094490771104657	0.099737655766888	0.098332240232362	0.098425934601331	0.099550267028952	0.073550079640214	0.088962803335519	0.072050969736719	0.061182422936382	0.092663730909772	0.12971985383678	0.034432680595896	0.033402042537243	0.037993066616696	0.035557013023517	0.12957931228333	0.12494144101939	0.061650894781224	0.096177269746088	0.12630000936944	0.035041693994191	0.12864236859365	0.10095568256348	0.12095943033824	0.12119366626066	0.13253068490584	0.13154689403167	0.12662793966083	0.13253068490584	0.043942659046191	0.12897029888504	0.022065023892064	0.023236203504169	0	0.019863206221306	0.072706830319498
ECU119_M_crassa	0.076220369155814	0.076407757893751	0.075892438864424	0.077157312845498	0.075142883912677	0.075798744495456	0.12756488335051	0.095802492270215	0.099690808582404	0.098707017708236	0.10048721071864	0.098332240232362	0.075330272650614	0.088166401199288	0.070926637309098	0.062681532839876	0.09252318935632	0.13562259908179	0.037899372247728	0.034620069333833	0.038648927199475	0.037618289140823	0.13356132296449	0.12971985383678	0.062447296917455	0.10133046003935	0.13332708704207	0.035463318654549	0.13426403073175	0.10315750023424	0.12353602548487	0.12339548393142	0.13435772510072	0.13477934976108	0.13018832568163	0.13515412723695	0.042865173803054	0.13117211655579	0.022065023892064	0.022767731659327	0.019863206221306	0	0.074112245854024
ECU124_M_hebes	0.079078047409351	0.08151410100253	0.075798744495456	0.07706361847653	0.076923076923077	0.077016771292045	0.095708797901246	0.071348261969456	0.072659983135014	0.075049189543708	0.074580717698866	0.075986133233393	0.015506418064274	0.066569849152066	0.069052749929729	0.06394640682095	0.068631125269371	0.1002998219807	0.078047409350698	0.073596926824698	0.076501452262719	0.077344701583435	0.10357912489459	0.099034947999625	0.067413098472782	0.085496111683688	0.099690808582404	0.07495549517474	0.10170523751523	0.080061838283519	0.092429494987351	0.092663730909772	0.10231425091352	0.10198632062213	0.094771854211562	0.10217370936007	0.070832942940129	0.10086198819451	0.076501452262719	0.073222149348824	0.072706830319498	0.074112245854024	0
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
